Asset_ID,Resource_Name,Resource_Type,Public_Access,Open_Ports,Encryption_Status,IAM_Risk,Security_Group_Risk,Vulnerability_Count,Patch_Status,Logging_Enabled,Backup_Enabled,Dependency_Count,Misconfiguration_Count,Risk_Score,Risk_Level
ASSET-239,Cloud-Resource-239,VPC,No,12,Yes,High,Medium,4,Outdated,No,No,7,5,61,High
ASSET-240,Cloud-Resource-240,EC2,No,18,Yes,Medium,Low,1,Outdated,Yes,Yes,3,2,34,Medium
ASSET-241,Cloud-Resource-241,S3,No,7,No,Medium,High,0,Outdated,No,No,9,6,75,Critical
ASSET-242,Cloud-Resource-242,IAM,No,12,Yes,High,High,1,Updated,No,No,7,5,69,High
ASSET-243,Cloud-Resource-243,RDS,Yes,0,No,Medium,High,1,Outdated,Yes,No,3,5,61,High
ASSET-244,Cloud-Resource-244,EC2,No,20,Yes,Low,Medium,1,Outdated,No,No,9,4,49,Medium
ASSET-245,Cloud-Resource-245,EC2,Yes,10,Yes,High,Low,5,Updated,Yes,No,5,4,53,High
ASSET-246,Cloud-Resource-246,EC2,No,14,Yes,High,High,4,Updated,No,Yes,9,4,52,High
ASSET-247,Cloud-Resource-247,VPC,Yes,13,No,Low,Low,7,Outdated,No,Yes,5,6,75,Critical
ASSET-248,Cloud-Resource-248,Lambda,Yes,2,No,Medium,Low,5,Updated,No,Yes,9,3,39,Medium
ASSET-249,Cloud-Resource-249,EC2,Yes,16,No,Medium,Medium,5,Updated,Yes,No,6,4,54,High
ASSET-250,Cloud-Resource-250,IAM,No,9,Yes,Medium,High,8,Updated,No,No,7,5,61,High
ASSET-251,Cloud-Resource-251,VPC,Yes,11,Yes,High,Low,1,Outdated,Yes,No,6,5,69,High
ASSET-252,Cloud-Resource-252,IAM,Yes,6,Yes,High,High,9,Outdated,No,No,9,8,98,Critical
ASSET-253,Cloud-Resource-253,Lambda,Yes,0,Yes,Low,High,10,Updated,No,No,1,5,67,High
ASSET-254,Cloud-Resource-254,S3,Yes,6,No,Medium,High,4,Updated,No,No,1,6,81,Critical
ASSET-255,Cloud-Resource-255,EC2,Yes,1,No,Low,Low,3,Outdated,No,Yes,1,4,48,Medium
ASSET-256,Cloud-Resource-256,VPC,No,16,Yes,Low,Medium,8,Updated,Yes,No,8,3,37,Medium
ASSET-257,Cloud-Resource-257,S3,Yes,16,No,Low,Medium,10,Outdated,Yes,Yes,6,5,69,High
ASSET-258,Cloud-Resource-258,Lambda,No,3,Yes,Low,High,1,Outdated,No,Yes,5,3,36,Medium
ASSET-259,Cloud-Resource-259,Lambda,Yes,13,Yes,Medium,High,2,Updated,No,Yes,8,4,48,Medium
ASSET-260,Cloud-Resource-260,VPC,No,16,Yes,Low,Medium,9,Outdated,No,Yes,2,4,54,High
ASSET-261,Cloud-Resource-261,S3,Yes,1,Yes,Medium,High,2,Outdated,No,Yes,8,4,52,High
ASSET-262,Cloud-Resource-262,EC2,Yes,19,No,High,Medium,6,Updated,No,No,5,7,94,Critical
ASSET-263,Cloud-Resource-263,S3,No,19,No,Low,Medium,7,Updated,No,Yes,5,4,58,High
ASSET-264,Cloud-Resource-264,EC2,No,7,No,High,High,7,Outdated,No,Yes,3,7,86,Critical
ASSET-265,Cloud-Resource-265,S3,No,11,No,High,Low,9,Outdated,No,No,7,7,93,Critical
ASSET-266,Cloud-Resource-266,EC2,No,17,Yes,High,Low,4,Outdated,Yes,Yes,3,3,38,Medium
ASSET-267,Cloud-Resource-267,RDS,Yes,8,Yes,High,Medium,10,Outdated,Yes,Yes,2,5,63,High
ASSET-268,Cloud-Resource-268,RDS,Yes,7,Yes,Low,Medium,8,Outdated,Yes,No,2,5,67,High
ASSET-269,Cloud-Resource-269,RDS,No,10,Yes,Low,High,6,Outdated,No,No,2,6,76,Critical
ASSET-270,Cloud-Resource-270,IAM,No,1,No,High,High,9,Updated,Yes,No,5,5,62,High
ASSET-271,Cloud-Resource-271,VPC,Yes,13,Yes,Low,Medium,5,Updated,Yes,Yes,3,2,25,Medium
ASSET-272,Cloud-Resource-272,EC2,Yes,7,No,Low,Medium,0,Updated,Yes,Yes,6,3,45,Medium
ASSET-273,Cloud-Resource-273,S3,No,12,No,Medium,High,6,Updated,Yes,Yes,6,4,55,High
ASSET-274,Cloud-Resource-274,EC2,No,12,Yes,Low,Medium,10,Outdated,No,Yes,10,4,50,High
ASSET-275,Cloud-Resource-275,Lambda,No,7,Yes,Low,High,5,Outdated,Yes,Yes,2,3,43,Medium
ASSET-276,Cloud-Resource-276,VPC,No,14,Yes,Low,Low,9,Updated,No,No,2,4,50,High
ASSET-277,Cloud-Resource-277,VPC,Yes,0,Yes,High,High,9,Updated,Yes,Yes,5,4,52,High
ASSET-278,Cloud-Resource-278,EC2,Yes,7,Yes,High,High,1,Updated,No,Yes,4,5,70,High
ASSET-279,Cloud-Resource-279,RDS,Yes,11,Yes,High,Low,2,Updated,Yes,Yes,9,3,45,Medium
ASSET-280,Cloud-Resource-280,S3,Yes,2,No,High,Low,0,Outdated,No,No,2,6,82,Critical
ASSET-281,Cloud-Resource-281,S3,No,9,No,Medium,Medium,10,Updated,Yes,Yes,3,3,44,Medium
ASSET-282,Cloud-Resource-282,S3,No,0,No,High,Medium,9,Outdated,No,Yes,6,5,68,High
ASSET-283,Cloud-Resource-283,RDS,No,4,Yes,Medium,Low,1,Outdated,No,No,8,3,39,Medium
ASSET-284,Cloud-Resource-284,VPC,Yes,2,Yes,Low,High,10,Updated,Yes,No,6,4,49,Medium
ASSET-285,Cloud-Resource-285,EC2,Yes,8,Yes,High,Medium,0,Outdated,No,No,6,6,81,Critical
ASSET-286,Cloud-Resource-286,RDS,No,15,No,Medium,Low,3,Updated,No,Yes,1,3,43,Medium
ASSET-287,Cloud-Resource-287,EC2,No,12,No,Low,Medium,7,Updated,Yes,No,2,4,53,High
ASSET-288,Cloud-Resource-288,RDS,Yes,7,No,Medium,Medium,6,Updated,Yes,No,9,5,68,High
ASSET-289,Cloud-Resource-289,EC2,Yes,8,Yes,High,High,9,Outdated,Yes,No,1,7,84,Critical
ASSET-290,Cloud-Resource-290,Lambda,No,6,Yes,Medium,Low,0,Updated,Yes,Yes,7,1,20,Low
ASSET-291,Cloud-Resource-291,IAM,Yes,1,Yes,Low,Low,6,Outdated,Yes,Yes,7,3,44,Medium
ASSET-292,Cloud-Resource-292,VPC,No,3,Yes,Low,Medium,10,Updated,Yes,Yes,7,1,13,Low
ASSET-293,Cloud-Resource-293,Lambda,Yes,6,No,High,High,0,Updated,No,Yes,9,6,79,Critical
ASSET-294,Cloud-Resource-294,Lambda,Yes,17,Yes,Medium,Medium,9,Outdated,No,No,1,6,76,Critical
ASSET-295,Cloud-Resource-295,Lambda,No,12,No,Low,Low,3,Updated,Yes,Yes,7,2,27,Medium
ASSET-296,Cloud-Resource-296,EC2,Yes,11,No,Medium,High,7,Updated,No,Yes,4,6,81,Critical
ASSET-297,Cloud-Resource-297,S3,No,5,Yes,Medium,Medium,0,Updated,Yes,No,9,1,20,Low
ASSET-298,Cloud-Resource-298,Lambda,Yes,15,No,Low,Low,4,Updated,No,Yes,8,4,53,High
ASSET-299,Cloud-Resource-299,Lambda,Yes,19,Yes,Low,Medium,10,Updated,No,No,5,5,60,High
ASSET-300,Cloud-Resource-300,Lambda,No,9,Yes,Medium,Low,2,Updated,Yes,Yes,2,1,14,Low
ASSET-301,Cloud-Resource-301,RDS,Yes,17,No,High,Low,10,Outdated,No,Yes,6,7,88,Critical
ASSET-302,Cloud-Resource-302,RDS,No,10,Yes,Low,High,7,Updated,No,No,6,5,64,High
ASSET-303,Cloud-Resource-303,IAM,No,14,Yes,High,Low,2,Outdated,Yes,No,10,4,50,High
ASSET-304,Cloud-Resource-304,EC2,No,19,Yes,High,Low,4,Outdated,Yes,No,8,4,53,High
ASSET-305,Cloud-Resource-305,IAM,Yes,11,Yes,Medium,Low,7,Outdated,No,No,2,6,72,High
ASSET-306,Cloud-Resource-306,Lambda,No,8,No,Medium,Low,3,Outdated,Yes,No,10,4,57,High
ASSET-307,Cloud-Resource-307,RDS,Yes,13,Yes,Medium,Low,6,Outdated,Yes,No,2,5,68,High
ASSET-308,Cloud-Resource-308,IAM,Yes,8,No,Medium,Medium,9,Updated,No,Yes,4,5,69,High
ASSET-309,Cloud-Resource-309,Lambda,No,14,Yes,Medium,Low,6,Updated,No,Yes,3,3,44,Medium
ASSET-310,Cloud-Resource-310,EC2,No,1,Yes,Medium,Medium,10,Updated,No,No,6,3,42,Medium
ASSET-311,Cloud-Resource-311,S3,Yes,10,Yes,High,Medium,1,Outdated,Yes,No,7,5,60,High
ASSET-312,Cloud-Resource-312,EC2,Yes,4,Yes,Medium,Medium,2,Outdated,Yes,No,9,3,41,Medium
ASSET-313,Cloud-Resource-313,VPC,No,15,No,Medium,Medium,8,Updated,No,Yes,3,4,52,High
ASSET-314,Cloud-Resource-314,S3,No,7,Yes,High,High,10,Outdated,Yes,No,7,6,72,High
ASSET-315,Cloud-Resource-315,EC2,No,20,Yes,High,Low,4,Updated,Yes,No,7,3,39,Medium
ASSET-316,Cloud-Resource-316,EC2,Yes,18,Yes,Medium,Medium,6,Updated,No,No,6,5,62,High
ASSET-317,Cloud-Resource-317,RDS,No,1,Yes,High,Medium,10,Updated,No,Yes,9,3,42,Medium
ASSET-318,Cloud-Resource-318,EC2,No,1,No,Medium,Medium,3,Outdated,No,No,1,4,50,High
ASSET-319,Cloud-Resource-319,IAM,No,0,Yes,Medium,High,9,Updated,Yes,No,6,3,36,Medium
ASSET-320,Cloud-Resource-320,S3,No,5,Yes,High,Low,1,Updated,No,No,1,3,40,Medium
ASSET-321,Cloud-Resource-321,EC2,No,9,Yes,High,Medium,3,Updated,No,Yes,4,3,37,Medium
ASSET-322,Cloud-Resource-322,Lambda,No,19,Yes,Low,Low,3,Outdated,No,Yes,6,3,42,Medium
ASSET-323,Cloud-Resource-323,VPC,No,15,No,Low,Low,4,Outdated,Yes,No,7,4,58,High
ASSET-324,Cloud-Resource-324,S3,No,8,No,Medium,Low,4,Outdated,No,No,9,5,60,High
ASSET-325,Cloud-Resource-325,IAM,Yes,20,No,Low,High,3,Updated,No,No,3,6,81,Critical
ASSET-326,Cloud-Resource-326,VPC,Yes,0,Yes,Low,High,5,Updated,Yes,Yes,3,2,29,Medium
ASSET-327,Cloud-Resource-327,S3,Yes,8,No,Medium,Low,10,Updated,No,Yes,1,5,69,High
ASSET-328,Cloud-Resource-328,IAM,No,13,Yes,Medium,High,5,Outdated,No,No,6,5,67,High
ASSET-329,Cloud-Resource-329,IAM,Yes,11,Yes,High,High,8,Outdated,No,Yes,4,7,88,Critical
ASSET-330,Cloud-Resource-330,VPC,No,5,No,Medium,Low,5,Outdated,No,Yes,3,3,38,Medium
ASSET-331,Cloud-Resource-331,IAM,No,9,No,Low,Medium,6,Outdated,No,No,6,6,80,Critical
ASSET-332,Cloud-Resource-332,Lambda,No,8,No,High,Low,0,Outdated,No,Yes,4,5,68,High
ASSET-333,Cloud-Resource-333,S3,Yes,10,No,High,Medium,1,Updated,No,Yes,8,5,70,High
ASSET-334,Cloud-Resource-334,S3,Yes,1,Yes,Low,High,5,Outdated,Yes,Yes,9,3,39,Medium
ASSET-335,Cloud-Resource-335,Lambda,No,19,Yes,High,Low,7,Outdated,Yes,Yes,8,4,48,Medium
ASSET-336,Cloud-Resource-336,RDS,No,18,No,Low,Medium,4,Outdated,No,Yes,4,4,56,High
ASSET-337,Cloud-Resource-337,S3,No,8,Yes,High,Low,1,Updated,No,Yes,5,3,41,Medium
ASSET-338,Cloud-Resource-338,RDS,Yes,14,No,Low,Low,1,Outdated,No,No,1,6,78,Critical
ASSET-339,Cloud-Resource-339,S3,No,15,No,High,High,7,Updated,Yes,No,8,6,77,Critical
ASSET-340,Cloud-Resource-340,S3,No,1,Yes,Low,Medium,6,Updated,Yes,Yes,5,1,21,Low
ASSET-341,Cloud-Resource-341,IAM,No,18,No,High,Medium,7,Updated,No,Yes,8,5,64,High
ASSET-342,Cloud-Resource-342,RDS,No,20,Yes,Medium,High,4,Outdated,Yes,No,7,4,54,High
ASSET-343,Cloud-Resource-343,EC2,No,16,No,Medium,Low,0,Outdated,Yes,No,2,4,53,High
ASSET-344,Cloud-Resource-344,IAM,No,9,Yes,High,Low,1,Outdated,Yes,Yes,10,3,45,Medium
ASSET-345,Cloud-Resource-345,EC2,Yes,20,Yes,Medium,Low,6,Updated,Yes,Yes,7,3,40,Medium
ASSET-346,Cloud-Resource-346,RDS,Yes,1,No,High,Low,9,Outdated,No,No,5,7,93,Critical
ASSET-347,Cloud-Resource-347,IAM,No,8,No,Medium,Medium,3,Outdated,Yes,Yes,8,3,38,Medium
ASSET-348,Cloud-Resource-348,S3,No,20,No,Low,Medium,7,Updated,Yes,No,9,4,48,Medium
ASSET-349,Cloud-Resource-349,Lambda,Yes,12,No,Low,Medium,6,Outdated,Yes,Yes,1,5,68,High
ASSET-350,Cloud-Resource-350,IAM,Yes,4,Yes,Medium,High,7,Outdated,No,Yes,2,5,62,High
ASSET-351,Cloud-Resource-351,VPC,Yes,9,Yes,High,High,4,Updated,No,No,3,6,74,High
ASSET-352,Cloud-Resource-352,RDS,No,4,Yes,High,High,5,Outdated,Yes,No,8,4,49,Medium
ASSET-353,Cloud-Resource-353,S3,Yes,4,Yes,Medium,Medium,1,Updated,Yes,Yes,4,1,22,Low
ASSET-354,Cloud-Resource-354,IAM,Yes,11,No,Low,Low,2,Outdated,No,No,7,6,82,Critical
ASSET-355,Cloud-Resource-355,RDS,No,5,No,High,High,7,Outdated,Yes,Yes,8,5,70,High
ASSET-356,Cloud-Resource-356,IAM,No,7,Yes,High,Low,5,Outdated,Yes,No,3,4,53,High
ASSET-357,Cloud-Resource-357,RDS,Yes,2,No,High,Medium,1,Outdated,Yes,No,10,5,60,High
ASSET-358,Cloud-Resource-358,S3,Yes,6,No,Low,Low,7,Outdated,Yes,No,4,6,73,High
ASSET-359,Cloud-Resource-359,VPC,No,18,Yes,High,High,10,Outdated,No,No,4,7,85,Critical
ASSET-360,Cloud-Resource-360,S3,Yes,15,Yes,Medium,Low,10,Outdated,Yes,No,4,5,70,High
ASSET-361,Cloud-Resource-361,Lambda,Yes,19,No,Low,High,1,Updated,Yes,No,3,5,69,High
ASSET-362,Cloud-Resource-362,S3,No,1,Yes,Low,High,5,Updated,Yes,Yes,8,1,15,Low
ASSET-363,Cloud-Resource-363,EC2,Yes,16,No,High,Medium,4,Updated,No,No,2,6,72,High
ASSET-364,Cloud-Resource-364,RDS,Yes,16,Yes,High,High,4,Updated,Yes,Yes,7,4,53,High
ASSET-365,Cloud-Resource-365,IAM,No,7,Yes,High,Medium,9,Updated,No,Yes,6,4,48,Medium
ASSET-366,Cloud-Resource-366,RDS,Yes,18,No,Medium,High,2,Outdated,No,Yes,1,6,76,Critical
ASSET-367,Cloud-Resource-367,IAM,No,12,Yes,Medium,Medium,5,Updated,No,Yes,8,2,29,Medium
ASSET-368,Cloud-Resource-368,EC2,No,15,Yes,Low,Low,10,Outdated,No,Yes,3,4,49,Medium
ASSET-369,Cloud-Resource-369,VPC,No,7,No,Low,Medium,2,Outdated,Yes,No,3,4,57,High
ASSET-370,Cloud-Resource-370,EC2,No,9,No,High,High,10,Outdated,Yes,Yes,3,6,76,Critical
ASSET-371,Cloud-Resource-371,IAM,No,11,Yes,Medium,High,2,Outdated,Yes,No,8,4,58,High
ASSET-372,Cloud-Resource-372,EC2,No,0,No,Medium,Low,0,Updated,No,No,3,3,46,Medium
ASSET-373,Cloud-Resource-373,VPC,No,11,Yes,High,Low,9,Updated,Yes,No,5,4,53,High
ASSET-374,Cloud-Resource-374,S3,No,2,Yes,Medium,Medium,7,Outdated,No,Yes,2,3,38,Medium
ASSET-375,Cloud-Resource-375,VPC,Yes,16,No,High,Medium,10,Outdated,No,Yes,3,7,91,Critical
ASSET-376,Cloud-Resource-376,EC2,No,19,No,Medium,High,9,Outdated,No,Yes,8,6,74,High
ASSET-377,Cloud-Resource-377,Lambda,No,5,No,High,High,8,Updated,Yes,No,1,5,64,High
ASSET-378,Cloud-Resource-378,VPC,No,0,Yes,High,Low,10,Updated,No,No,8,4,49,Medium
ASSET-379,Cloud-Resource-379,EC2,No,10,No,High,High,0,Updated,No,No,10,6,80,Critical
ASSET-380,Cloud-Resource-380,Lambda,Yes,20,Yes,High,Low,4,Outdated,No,No,10,6,77,Critical
ASSET-381,Cloud-Resource-381,RDS,Yes,15,No,Medium,Low,5,Updated,Yes,No,9,4,53,High
ASSET-382,Cloud-Resource-382,Lambda,Yes,4,Yes,Low,Medium,6,Updated,No,No,2,4,50,High
ASSET-383,Cloud-Resource-383,IAM,No,1,No,High,Low,5,Updated,No,Yes,4,3,41,Medium
ASSET-384,Cloud-Resource-384,IAM,Yes,18,No,Low,Medium,3,Updated,No,Yes,4,4,52,High
ASSET-385,Cloud-Resource-385,S3,No,0,No,Low,Low,8,Updated,No,No,2,4,54,High
ASSET-386,Cloud-Resource-386,IAM,No,1,Yes,Medium,High,0,Outdated,No,No,7,4,48,Medium
ASSET-387,Cloud-Resource-387,Lambda,Yes,14,No,Low,Medium,6,Outdated,Yes,Yes,3,5,70,High
ASSET-388,Cloud-Resource-388,RDS,Yes,10,No,Low,High,4,Outdated,No,No,6,7,88,Critical
ASSET-389,Cloud-Resource-389,VPC,Yes,17,Yes,Low,Medium,9,Outdated,Yes,Yes,8,4,53,High
ASSET-390,Cloud-Resource-390,EC2,Yes,8,No,Medium,Low,7,Updated,No,No,8,6,82,Critical
ASSET-391,Cloud-Resource-391,S3,No,6,No,Low,Medium,0,Outdated,No,No,4,5,69,High
ASSET-392,Cloud-Resource-392,RDS,Yes,8,No,High,Low,8,Updated,Yes,No,6,6,82,Critical
ASSET-393,Cloud-Resource-393,S3,Yes,14,No,Low,High,0,Outdated,Yes,No,8,6,75,Critical
ASSET-394,Cloud-Resource-394,VPC,No,14,No,Low,Low,1,Updated,No,Yes,2,3,39,Medium
ASSET-395,Cloud-Resource-395,RDS,Yes,3,No,Low,Low,8,Outdated,Yes,No,6,5,67,High
ASSET-396,Cloud-Resource-396,S3,Yes,15,Yes,Low,High,4,Outdated,No,Yes,8,5,69,High
ASSET-397,Cloud-Resource-397,EC2,Yes,3,Yes,Medium,High,2,Updated,No,No,3,4,55,High
ASSET-398,Cloud-Resource-398,EC2,No,5,No,Medium,Medium,1,Updated,No,Yes,1,2,30,Medium
ASSET-399,Cloud-Resource-399,S3,No,1,No,Low,Medium,6,Outdated,Yes,No,5,4,50,High
ASSET-400,Cloud-Resource-400,IAM,Yes,4,No,Low,Low,5,Updated,Yes,No,10,3,46,Medium
ASSET-401,Cloud-Resource-401,EC2,Yes,9,Yes,Medium,Low,2,Outdated,Yes,Yes,7,3,44,Medium
ASSET-402,Cloud-Resource-402,EC2,Yes,0,No,High,Low,9,Outdated,Yes,Yes,1,5,61,High
ASSET-403,Cloud-Resource-403,EC2,Yes,17,Yes,High,High,1,Updated,No,No,10,6,72,High
ASSET-404,Cloud-Resource-404,RDS,No,11,No,Low,High,9,Updated,Yes,Yes,1,4,56,High
ASSET-405,Cloud-Resource-405,S3,No,9,Yes,Low,Medium,9,Outdated,Yes,Yes,6,3,36,Medium
ASSET-406,Cloud-Resource-406,S3,No,11,Yes,Low,Low,9,Outdated,Yes,Yes,10,3,37,Medium
ASSET-407,Cloud-Resource-407,VPC,Yes,8,Yes,Low,High,1,Updated,No,No,4,5,61,High
ASSET-408,Cloud-Resource-408,S3,No,7,No,Low,High,3,Outdated,No,Yes,1,5,63,High
ASSET-409,Cloud-Resource-409,VPC,No,9,No,Medium,Low,6,Updated,Yes,No,5,4,52,High
ASSET-410,Cloud-Resource-410,Lambda,No,9,No,High,Low,3,Updated,No,No,10,5,63,High
ASSET-411,Cloud-Resource-411,VPC,Yes,10,Yes,Low,Low,10,Outdated,No,Yes,3,5,61,High
ASSET-412,Cloud-Resource-412,S3,No,16,Yes,Medium,Medium,2,Outdated,No,No,10,4,57,High
ASSET-413,Cloud-Resource-413,S3,Yes,11,No,Medium,Low,2,Updated,No,Yes,6,4,58,High
ASSET-414,Cloud-Resource-414,EC2,No,18,No,Low,High,3,Outdated,Yes,No,1,5,63,High
ASSET-415,Cloud-Resource-415,VPC,Yes,17,Yes,Medium,High,3,Updated,No,No,3,5,68,High
ASSET-416,Cloud-Resource-416,VPC,No,13,No,Medium,High,3,Outdated,Yes,No,7,5,70,High
ASSET-417,Cloud-Resource-417,EC2,Yes,1,No,Low,Medium,4,Outdated,No,Yes,1,4,58,High
ASSET-418,Cloud-Resource-418,EC2,Yes,17,Yes,High,Low,0,Outdated,No,Yes,2,5,67,High
ASSET-419,Cloud-Resource-419,RDS,No,17,No,Low,Low,1,Outdated,Yes,No,4,4,53,High
ASSET-420,Cloud-Resource-420,Lambda,Yes,11,Yes,Low,Medium,4,Updated,Yes,No,7,3,41,Medium
ASSET-421,Cloud-Resource-421,EC2,Yes,13,No,Low,Low,2,Updated,No,Yes,1,4,56,High
ASSET-422,Cloud-Resource-422,IAM,No,2,Yes,Low,High,7,Outdated,Yes,Yes,9,3,43,Medium
ASSET-423,Cloud-Resource-423,IAM,No,19,Yes,Low,High,7,Updated,Yes,Yes,5,3,40,Medium
ASSET-424,Cloud-Resource-424,RDS,Yes,16,No,High,Medium,1,Updated,Yes,No,8,5,61,High
ASSET-425,Cloud-Resource-425,S3,No,8,No,High,Medium,7,Outdated,No,Yes,8,6,73,High
ASSET-426,Cloud-Resource-426,VPC,Yes,3,Yes,High,Low,10,Updated,No,Yes,8,4,54,High
ASSET-427,Cloud-Resource-427,RDS,Yes,7,No,Medium,High,2,Updated,No,No,9,6,79,Critical
ASSET-428,Cloud-Resource-428,VPC,Yes,7,Yes,High,Medium,3,Outdated,Yes,Yes,3,4,57,High
ASSET-429,Cloud-Resource-429,IAM,Yes,0,Yes,Low,Low,6,Outdated,Yes,Yes,1,3,38,Medium
ASSET-430,Cloud-Resource-430,IAM,No,9,No,Low,Low,4,Updated,Yes,Yes,4,2,28,Medium
ASSET-431,Cloud-Resource-431,IAM,No,12,Yes,High,Low,0,Outdated,No,No,3,5,61,High
ASSET-432,Cloud-Resource-432,Lambda,Yes,2,No,High,Low,0,Outdated,Yes,Yes,6,4,58,High
ASSET-433,Cloud-Resource-433,EC2,Yes,8,No,Low,High,4,Updated,Yes,No,10,5,70,High
ASSET-434,Cloud-Resource-434,RDS,No,4,Yes,Medium,Medium,1,Outdated,Yes,No,4,2,28,Medium
ASSET-435,Cloud-Resource-435,RDS,No,8,Yes,Low,Low,6,Updated,No,Yes,8,3,46,Medium
ASSET-436,Cloud-Resource-436,VPC,Yes,9,Yes,Medium,Low,5,Outdated,No,Yes,9,4,54,High
ASSET-437,Cloud-Resource-437,IAM,No,6,No,High,Low,7,Updated,No,Yes,5,5,61,High
ASSET-438,Cloud-Resource-438,S3,No,8,No,High,Low,7,Updated,Yes,No,5,5,60,High
ASSET-439,Cloud-Resource-439,IAM,Yes,13,No,High,Low,8,Outdated,Yes,No,6,7,87,Critical
ASSET-440,Cloud-Resource-440,RDS,Yes,3,Yes,Low,Medium,8,Outdated,No,Yes,6,4,57,High
ASSET-441,Cloud-Resource-441,EC2,Yes,1,No,Medium,High,5,Outdated,Yes,Yes,9,4,55,High
ASSET-442,Cloud-Resource-442,VPC,Yes,12,Yes,High,High,3,Updated,No,Yes,7,5,62,High
ASSET-443,Cloud-Resource-443,IAM,No,14,Yes,High,Low,4,Outdated,No,Yes,8,4,51,High
ASSET-444,Cloud-Resource-444,Lambda,Yes,11,Yes,Medium,High,7,Updated,No,No,8,6,82,Critical
ASSET-445,Cloud-Resource-445,RDS,No,2,Yes,Low,High,10,Updated,Yes,No,10,3,38,Medium
ASSET-446,Cloud-Resource-446,VPC,Yes,17,No,Medium,Low,9,Updated,Yes,Yes,2,4,50,High
ASSET-447,Cloud-Resource-447,IAM,Yes,18,No,Low,Medium,2,Updated,Yes,No,3,4,49,Medium
ASSET-448,Cloud-Resource-448,EC2,No,20,No,Medium,High,5,Updated,No,No,10,5,69,High
ASSET-449,Cloud-Resource-449,VPC,Yes,4,Yes,Medium,High,9,Updated,No,Yes,4,4,49,Medium
ASSET-450,Cloud-Resource-450,EC2,Yes,19,No,Low,Low,10,Outdated,Yes,No,3,6,76,Critical
ASSET-451,Cloud-Resource-451,IAM,No,2,Yes,High,High,0,Outdated,No,Yes,4,4,48,Medium
ASSET-452,Cloud-Resource-452,EC2,No,18,Yes,Low,High,5,Outdated,No,No,10,5,69,High
ASSET-453,Cloud-Resource-453,EC2,Yes,5,No,Medium,Low,1,Outdated,Yes,No,1,4,49,Medium
ASSET-454,Cloud-Resource-454,S3,No,12,Yes,High,High,6,Outdated,Yes,Yes,8,5,66,High
ASSET-455,Cloud-Resource-455,Lambda,Yes,8,Yes,Low,Low,9,Updated,No,Yes,3,4,57,High
ASSET-456,Cloud-Resource-456,EC2,No,11,Yes,Low,Medium,0,Outdated,Yes,No,5,3,36,Medium
ASSET-457,Cloud-Resource-457,RDS,No,10,Yes,High,Low,6,Outdated,No,No,9,6,79,Critical
ASSET-458,Cloud-Resource-458,RDS,Yes,16,Yes,High,Low,2,Updated,Yes,No,8,4,55,High
ASSET-459,Cloud-Resource-459,S3,No,1,Yes,Medium,Medium,1,Outdated,No,Yes,10,2,26,Medium
ASSET-460,Cloud-Resource-460,VPC,Yes,7,No,High,Low,1,Outdated,Yes,Yes,3,5,68,High
ASSET-461,Cloud-Resource-461,IAM,Yes,13,No,Medium,Medium,3,Updated,No,Yes,3,4,57,High
ASSET-462,Cloud-Resource-462,IAM,Yes,12,No,High,Low,6,Updated,No,Yes,7,6,73,High
ASSET-463,Cloud-Resource-463,IAM,No,19,Yes,Low,Medium,8,Outdated,No,No,10,5,69,High
ASSET-464,Cloud-Resource-464,IAM,Yes,12,No,Low,Low,9,Updated,Yes,No,6,5,63,High
ASSET-465,Cloud-Resource-465,VPC,Yes,2,No,Low,Medium,7,Updated,Yes,Yes,4,3,43,Medium
ASSET-466,Cloud-Resource-466,S3,No,7,Yes,Low,Medium,5,Updated,No,No,4,3,40,Medium
ASSET-467,Cloud-Resource-467,VPC,No,5,No,Medium,High,9,Outdated,No,No,1,6,76,Critical
ASSET-468,Cloud-Resource-468,Lambda,Yes,13,Yes,Low,High,0,Outdated,Yes,Yes,10,4,58,High
ASSET-469,Cloud-Resource-469,IAM,Yes,3,Yes,Low,Medium,8,Updated,Yes,No,3,3,43,Medium
ASSET-470,Cloud-Resource-470,S3,Yes,14,No,High,Low,4,Outdated,Yes,Yes,3,5,70,High
ASSET-471,Cloud-Resource-471,EC2,No,3,Yes,Low,Low,9,Updated,Yes,No,7,2,28,Medium
ASSET-472,Cloud-Resource-472,S3,No,9,No,Medium,High,1,Outdated,Yes,No,3,5,70,High
ASSET-473,Cloud-Resource-473,Lambda,No,0,No,High,Low,4,Updated,Yes,No,5,3,46,Medium
ASSET-474,Cloud-Resource-474,IAM,Yes,0,Yes,Low,Medium,10,Outdated,Yes,Yes,2,3,39,Medium
ASSET-475,Cloud-Resource-475,VPC,No,15,No,High,Low,10,Outdated,No,Yes,8,6,76,Critical
ASSET-476,Cloud-Resource-476,EC2,Yes,13,Yes,Low,Medium,3,Outdated,No,Yes,8,4,55,High
ASSET-477,Cloud-Resource-477,VPC,Yes,20,No,Medium,Low,1,Outdated,Yes,No,9,5,60,High
ASSET-478,Cloud-Resource-478,IAM,No,4,No,High,Medium,6,Outdated,No,No,8,6,80,Critical
ASSET-479,Cloud-Resource-479,EC2,No,17,No,Medium,Medium,3,Outdated,No,Yes,9,4,56,High
